"116g -- Rakennukset käyttötarkoituksen ja valmistumisvuoden mukaan, 2019"

"Valmistumisvuosi","Alue","Vuosi","Rakennuksen kerrosala (m2) Erilliset pientalot","Rakennuksen kerrosala (m2) Rivi- ja ketjutalot","Rakennuksen kerrosala (m2) Asuinkerrostalot","Rakennuksen kerrosala (m2) Liikerakennukset","Rakennuksen kerrosala (m2) Toimistorakennukset","Rakennuksen kerrosala (m2) Liikenteen rakennukset","Rakennuksen kerrosala (m2) Hoitoalan rakennukset","Rakennuksen kerrosala (m2) Kokoontumisrakennukset","Rakennuksen kerrosala (m2) Opetusrakennukset","Rakennuksen kerrosala (m2) Teollisuusrakennukset","Rakennuksen kerrosala (m2) Varastorakennukset","Rakennuksen kerrosala (m2) Muut rakennukset"
"1980 - 1989","Konnevesi","2019",25147,8528,303,2858,1684,1587,0,344,871,2999,1132,0
"1980 - 1989","Kontiolahti","2019",137657,26725,3171,5389,8052,7368,9007,3516,0,15303,1912,1557
"1980 - 1989","Korsnäs","2019",28155,5573,250,120,505,3987,1350,2146,0,10099,1255,0
"1980 - 1989","Koski Tl","2019",19123,7845,1592,668,1494,629,552,76,0,4306,1787,0
"1980 - 1989","Kotka","2019",156662,90282,149082,51234,25415,36394,8768,21472,37167,81169,75226,6980
"1980 - 1989","Kouvola","2019",485302,203043,160628,174086,28707,36478,33306,54061,15078,284706,73067,4980
"1980 - 1989","Kristiinankaupunki","2019",71242,14787,850,12152,6562,10165,7469,2131,2436,73215,24391,1451
"1980 - 1989","Kruunupyy","2019",61787,7025,1151,2350,548,9229,2657,1524,1653,18256,13156,557
"1980 - 1989","Kuhmo","2019",105161,27553,8755,14498,4931,6360,6077,8515,2864,13231,7513,110
"1980 - 1989","Kuhmoinen","2019",14763,6953,3298,1305,302,3022,1860,190,0,6185,315,0
"1980 - 1989","Kumlinge","2019",3167,828,0,980,39,793,834,295,0,244,0,0
"1980 - 1989","Kuopio","2019",496373,271513,416937,149237,94507,33962,44812,57343,82556,132680,50823,14475
"1980 - 1989","Kuortane","2019",38401,9680,0,4957,5093,3281,425,9716,6056,18289,4531,269
"1980 - 1989","Kurikka","2019",230623,53901,14395,24146,5535,20185,22440,8353,2608,84262,18263,3953
"1980 - 1989","Kustavi","2019",7786,3677,0,2193,0,864,496,489,200,5327,471,585
"1980 - 1989","Kuusamo","2019",143133,49404,42173,57820,5029,15700,4028,16146,4000,32179,7583,3684
"1980 - 1989","Kyyjärvi","2019",18429,6771,0,1307,0,1731,840,132,0,3905,3116,210
"1980 - 1989","Kärkölä","2019",28808,15355,3630,1894,5536,4148,1664,1543,0,26987,1935,3198
"1980 - 1989","Kärsämäki","2019",31225,11788,0,1831,1902,2003,660,321,263,1923,1235,1218
"1980 - 1989","Kökar","2019",2292,586,0,448,0,0,0,0,0,0,0,0
"1980 - 1989","Lahti","2019",424960,204542,327818,131537,60705,30525,21969,64863,50804,260008,81230,699
"1980 - 1989","Laihia","2019",79433,12511,4303,6394,5382,3381,8345,1593,382,4832,3878,1649
"1980 - 1989","Laitila","2019",67397,22474,15225,23675,5375,8018,4636,18,4905,45834,7782,740
"1980 - 1989","Lapinjärvi","2019",14658,8876,403,1721,0,1006,1199,313,627,13320,1519,0
"1980 - 1989","Lapinlahti","2019",107690,37234,4961,8076,4855,5340,859,7886,748,23166,2967,462
"1980 - 1989","Lappajärvi","2019",41999,5926,4664,9733,2690,1309,0,472,1667,8319,2445,295
"1980 - 1989","Lappeenranta","2019",327789,114066,230239,99600,64891,24033,26977,25426,18933,107049,55978,1975
"1980 - 1989","Lapua","2019",111083,17868,14750,14961,5536,8436,5996,2863,866,34130,13502,2013
"1980 - 1989","Laukaa","2019",165886,39476,2883,10092,6257,13050,11453,4378,3247,56476,16368,545
"1980 - 1989","Lemi","2019",29813,7511,553,2925,582,405,40,700,2180,7641,106,100
"1980 - 1989","Lemland","2019",17675,205,840,2402,79,1327,2201,208,0,566,1028,0
"1980 - 1989","Lempäälä","2019",110046,41242,18478,5687,12210,2735,1454,3239,16453,57152,18630,1215
"1980 - 1989","Leppävirta","2019",84674,40610,8273,9305,945,4649,486,1792,1488,33606,3016,23
"1980 - 1989","Lestijärvi","2019",11609,2571,0,1104,0,435,425,0,0,985,511,0
"1980 - 1989","Lieksa","2019",103905,31491,40477,16624,9587,7823,7755,10927,2256,61379,13671,400
"1980 - 1989","Lieto","2019",157258,25170,16847,5092,127,11665,1534,1089,4536,48219,13650,1010
"1980 - 1989","Liminka","2019",49122,11870,0,5021,58,3209,1086,1796,1313,985,1246,0
"1980 - 1989","Liperi","2019",115590,21957,6164,7323,4629,9418,4786,4190,6616,14483,6332,1879
"1980 - 1989","Lohja","2019",280048,116018,68524,44691,13896,14209,15632,9919,20221,114882,16990,411
"1980 - 1989","Loimaa","2019",122904,40074,44830,21598,10918,18689,8043,5684,361,44534,15628,81
"1980 - 1989","Loppi","2019",70669,11557,2449,5073,1604,4138,6707,2836,133,7642,7799,132
"1980 - 1989","Loviisa","2019",86386,19344,10089,17477,6194,10698,757,7168,1105,29725,13778,499
"1980 - 1989","Luhanka","2019",6020,3264,0,1059,530,130,1198,12,0,341,267,20
"1980 - 1989","Lumijoki","2019",20015,4902,0,1237,17,1750,0,1994,0,538,155,0
"1980 - 1989","Lumparland","2019",2258,0,0,884,0,274,865,0,0,43,0,0
"1980 - 1989","Luoto","2019",33859,5668,1154,818,554,827,506,994,3122,8545,948,757
"1980 - 1989","Luumäki","2019",28587,18544,4007,5178,1867,1242,0,1765,481,7288,5145,0
"1980 - 1989","Maalahti","2019",39697,8784,304,2354,4351,4055,1838,1956,1455,5369,1742,236
"1980 - 1989","Maarianhamina - Mariehamn","2019",70809,17821,40522,14562,27618,8494,1918,10677,14835,19264,6092,50
"1980 - 1989","Marttila","2019",13517,4968,1160,1116,18,2453,0,570,0,1045,2087,140
"1980 - 1989","Masku","2019",89356,13556,2325,2550,7117,5762,14291,105,2898,13625,5268,384
"1980 - 1989","Merijärvi","2019",12895,1933,194,0,0,700,1569,379,0,3628,154,282
"1980 - 1989","Merikarvia","2019",29426,6100,1970,2864,2803,946,519,772,3200,2751,2241,0
"1980 - 1989","Miehikkälä","2019",17497,4772,0,35,620,1413,110,447,0,1089,657,0
"1980 - 1989","Mikkeli","2019",403133,152113,292836,110932,38988,27947,44946,52590,49889,127131,23328,1586
"1980 - 1989","Muhos","2019",81120,20184,1346,9538,3944,6841,4572,1586,1000,6315,5880,106
"1980 - 1989","Multia","2019",17200,5893,0,1649,0,917,2890,2047,0,5080,1419,513
"1980 - 1989","Muonio","2019",33105,3982,0,9170,152,3881,4586,1184,3655,1863,1179,1304
"1980 - 1989","Mustasaari","2019",158056,38519,6233,13206,5260,19599,9562,5206,7007,46587,18180,4178
"1980 - 1989","Muurame","2019",80874,14792,13823,2973,2701,548,0,382,0,23291,1795,145
"1980 - 1989","Mynämäki","2019",54434,22242,2498,3315,0,2935,3827,181,727,16170,5891,1301
"1980 - 1989","Myrskylä","2019",12202,4209,0,755,0,1401,1460,569,0,260,681,0
"1980 - 1989","Mäntsälä","2019",184693,37660,24873,13501,3669,13545,7334,6560,15718,14802,14484,395
"1980 - 1989","Mänttä-Vilppula","2019",68910,33492,19542,11181,2889,7281,12514,7471,2143,72590,47044,388
"1980 - 1989","Mäntyharju","2019",43243,22732,12585,5457,5333,4829,0,3070,405,5167,4001,0
"1980 - 1989","Naantali","2019",109035,69688,48702,34415,8317,7705,2161,1451,6341,30752,12308,209
"1980 - 1989","Nakkila","2019",48933,12822,5469,1703,2859,4140,384,2418,2297,31177,4798,152
"1980 - 1989","Nivala","2019",107627,23044,4695,5604,3878,3863,2356,5454,5445,15939,2170,0
"1980 - 1989","Nokia","2019",144099,85684,43795,20612,2973,8958,9968,3809,12231,153287,10463,0
"1980 - 1989","Nousiainen","2019",42255,7012,2020,820,2288,1316,557,485,5870,9218,1705,128
"1980 - 1989","Nurmes","2019",106356,36687,13758,20451,8004,8604,3982,1780,902,13103,8554,2207
"1980 - 1989","Nurmijärvi","2019",298046,80738,48758,32463,24480,14942,8805,5773,12900,141467,28373,2588
"1980 - 1989","Närpiö","2019",93609,11702,6861,16297,10198,10619,7141,4982,4541,25968,7762,191
"1980 - 1989","Orimattila","2019",102595,35576,25637,10327,790,4545,3566,9136,0,34998,4688,3013
"1980 - 1989","Oripää","2019",16415,2595,0,53,33,2108,121,691,0,2558,1193,0
"1980 - 1989","Orivesi","2019",62736,21947,15637,6698,1811,4381,4963,4122,131,30160,3420,384
"1980 - 1989","Oulainen","2019",66600,18029,10170,6673,7153,5445,12511,2478,3605,20186,2034,1645
"1980 - 1989","Oulu","2019",921027,380814,441557,99701,100928,68469,56262,100809,91966,145096,145859,12160
"1980 - 1989","Outokumpu","2019",50651,16764,3669,9250,1758,4418,395,2676,6464,61999,3722,0
"1980 - 1989","Padasjoki","2019",31038,9250,2770,3334,100,2500,573,0,2467,6737,1505,0
"1980 - 1989","Paimio","2019",78612,27833,11177,3622,7791,1205,5452,1604,8307,16444,6978,160
"1980 - 1989","Paltamo","2019",38087,16958,706,4995,851,1056,1515,880,3273,13940,1927,0
"1980 - 1989","Parainen","2019",86528,28879,24718,20293,16229,7077,9953,5507,8261,48370,14770,1164
"1980 - 1989","Parikkala","2019",49197,14492,6219,4534,2319,2709,2923,1051,0,9451,1820,0
"1980 - 1989","Parkano","2019",59115,18299,4506,16911,7246,6035,351,1422,2471,27892,11829,0
"1980 - 1989","Pedersören kunta","2019",113091,7544,0,2936,3400,9654,2371,1470,14324,46113,6588,250
"1980 - 1989","Pelkosenniemi","2019",14154,3431,0,5453,489,178,3823,224,0,1532,895,0
"1980 - 1989","Pello","2019",53163,5941,980,14648,1885,3133,472,1423,0,19359,4869,1156
"1980 - 1989","Perho","2019",39529,7286,0,3252,366,2088,0,1508,4538,8393,2739,171
"1980 - 1989","Pertunmaa","2019",11482,9259,0,1966,2490,796,1231,98,0,4928,1477,0
"1980 - 1989","Petäjävesi","2019",25412,10264,4773,6300,2525,992,0,214,510,11608,944,0
"1980 - 1989","Pieksämäki","2019",174926,62240,54502,27802,14144,24684,20079,13012,4156,48677,13085,1853
"1980 - 1989","Pielavesi","2019",48127,11488,6096,6508,1837,4169,2742,3769,0,7285,3195,1597
"1980 - 1989","Pietarsaari","2019",111503,28158,12748,35924,11500,10339,3720,15663,9691,53003,7550,3063
"1980 - 1989","Pihtipudas","2019",38461,20065,1184,9539,52,1457,421,2790,0,13222,2908,172
"1980 - 1989","Pirkkala","2019",71623,41366,16651,6996,3730,6889,3967,615,0,35933,2064,78
"1980 - 1989","Polvijärvi","2019",48138,14671,0,7511,2863,3906,0,2101,0,10101,1475,0
"1980 - 1989","Pomarkku","2019",24120,4456,0,1649,1829,2223,3562,160,0,9945,4134,1282
"1980 - 1989","Pori","2019",443729,126679,141257,115534,23385,56683,43695,32235,36776,160333,74894,2560
"1980 - 1989","Pornainen","2019",40643,3403,0,785,0,3120,568,70,0,2525,1893,450
"1980 - 1989","Porvoo","2019",251945,61102,90379,43241,19628,23099,12137,18341,19315,114751,33601,1925
"1980 - 1989","Posio","2019",45875,8808,998,8158,8607,4206,3704,1483,165,18847,3031,928
"1980 - 1989","Pudasjärvi","2019",87529,32920,2408,29823,486,5448,0,2477,1865,10928,6574,102
"1980 - 1989","Pukkila","2019",11205,6142,0,959,0,1288,0,742,0,2291,1232,110
"1980 - 1989","Punkalaidun","2019",25160,10141,1317,3090,2014,1387,669,1069,1439,6171,1567,421
"1980 - 1989","Puolanka","2019",37916,10956,0,6319,1232,2212,1611,3191,0,2573,2559,185
"1980 - 1989","Puumala","2019",26186,10271,3465,3848,1347,1829,1770,0,0,2583,1389,788
"1980 - 1989","Pyhtää","2019",32206,10098,764,2031,450,1483,3090,3351,0,5337,1058,0
"1980 - 1989","Pyhäjoki","2019",37540,3442,0,3134,260,1536,662,2509,0,8593,3016,0
"1980 - 1989","Pyhäjärvi","2019",55703,17961,8844,7874,3799,3544,1719,346,3726,8400,1575,269
"1980 - 1989","Pyhäntä","2019",20826,7570,0,1252,1440,4173,1670,488,1446,19553,3312,84
"1980 - 1989","Pyhäranta","2019",23745,2889,0,138,157,3217,0,0,0,3595,1443,120
"1980 - 1989","Pälkäne","2019",45109,15300,5178,6050,758,3752,1409,2674,0,21802,6446,353
"1980 - 1989","Pöytyä","2019",71649,27869,731,3087,5842,5808,1996,3617,0,12829,10280,489
"1980 - 1989","Raahe","2019",209070,37095,27946,38121,14675,18557,5309,12636,9718,57626,22621,162
"1980 - 1989","Raasepori","2019",162035,26119,80320,40944,13717,27594,12343,14144,5609,121877,25236,326
"1980 - 1989","Raisio","2019",122086,74077,69389,51290,18075,14346,3067,7149,8119,81126,20597,1795
"1980 - 1989","Rantasalmi","2019",30883,12082,8843,9268,476,1186,674,2712,0,10929,2177,1076
"1980 - 1989","Ranua","2019",44977,16826,0,13837,227,3776,274,1308,3852,3832,3279,15
"1980 - 1989","Rauma","2019",224795,98786,64356,29454,21503,24268,14690,8652,22980,153861,96770,2804
"1980 - 1989","Rautalampi","2019",25126,10328,0,2634,3040,2519,294,2422,0,7934,1691,10
"1980 - 1989","Rautavaara","2019",22120,5670,0,5005,119,1158,540,3249,3305,1507,1018,0
"1980 - 1989","Rautjärvi","2019",25324,9255,2332,3084,817,5341,230,1453,0,4946,1298,294
"1980 - 1989","Reisjärvi","2019",35944,8533,0,2612,818,823,1089,1306,0,8623,1004,0
"1980 - 1989","Riihimäki","2019",126155,39399,102263,28576,23990,8012,1878,23295,4538,89526,30337,981
"1980 - 1989","Ristijärvi","2019",13340,2683,0,1230,1351,901,1056,712,0,1052,928,0
"1980 - 1989","Rovaniemi","2019",480520,135574,211685,137962,60248,30539,47262,23609,50627,72525,17987,13059
"1980 - 1989","Ruokolahti","2019",43989,12724,3371,3857,919,1781,6956,719,0,5698,250,960
"1980 - 1989","Ruovesi","2019",34138,13319,6371,7742,4602,3042,476,282,533,37816,15466,2301
"1980 - 1989","Rusko","2019",56966,16477,0,1344,0,1451,1871,0,2884,9080,3037,277
"1980 - 1989","Rääkkylä","2019",21625,7936,0,1434,5702,847,1416,301,0,3510,1194,228
"1980 - 1989","Saarijärvi","2019",87025,28196,11044,7115,10260,6983,11788,2183,2730,19637,17522,89
"1980 - 1989","Salla","2019",47402,12036,3859,12733,4310,2464,0,3510,0,3799,1357,1014
"1980 - 1989","Salo","2019",295251,141764,88769,70906,48039,34813,23574,22536,12324,225023,60350,252
"1980 - 1989","Saltvik","2019",14054,1331,0,1518,0,676,0,0,0,929,5522,17
"1980 - 1989","Sastamala","2019",180271,61925,49689,23711,7860,15190,16401,11237,6888,89618,24158,2283
"1980 - 1989","Sauvo","2019",17875,6014,0,1696,0,1236,0,587,0,1027,0,0
"1980 - 1989","Savitaipale","2019",26773,12813,1168,4598,2771,1510,1015,942,0,7443,3275,0
"1980 - 1989","Savonlinna","2019",250922,115654,111066,78180,27703,22049,21625,14284,41204,65380,19642,72
"1980 - 1989","Savukoski","2019",21283,2848,0,3458,1007,3297,3283,0,1576,5046,580,0
"1980 - 1989","Seinäjoki","2019",394837,156177,119075,92927,28646,27184,20241,25933,31121,151085,54943,1880
"1980 - 1989","Sievi","2019",47353,9713,0,1195,2461,4802,1532,1756,0,30798,46,0
"1980 - 1989","Siikainen","2019",18527,6069,0,726,2334,1140,3424,236,298,4259,929,589
"1980 - 1989","Siikajoki","2019",59653,13174,0,4993,2671,555,1091,5009,0,3898,4101,1083
"1980 - 1989","Siikalatva","2019",66963,25142,750,5843,2983,4161,5526,1831,6545,8457,4543,1360
"1980 - 1989","Siilinjärvi","2019",176805,59985,19682,20066,8380,14734,1060,6856,17661,39516,13186,1524
"1980 - 1989","Simo","2019",44224,5685,0,2897,2460,1042,3976,655,892,4174,1503,1146
"1980 - 1989","Sipoo","2019",112239,17826,26359,8682,418,4625,1348,3041,5754,8863,7213,401
"1980 - 1989","Siuntio","2019",53962,4878,2906,2315,3326,5309,5209,2138,6450,3208,4340,411
"1980 - 1989","Sodankylä","2019",98612,37925,4888,27990,8698,10247,6921,3857,1202,15798,5332,0
"1980 - 1989","Soini","2019",19743,6500,0,4677,48,2725,960,601,156,8508,3458,0
"1980 - 1989","Somero","2019",59341,40418,5608,5940,2683,6061,7748,6083,0,19553,5839,1590
"1980 - 1989","Sonkajärvi","2019",41239,13763,1610,2486,386,5148,4939,804,2701,3090,3463,824
"1980 - 1989","Sotkamo","2019",91891,28248,15655,29087,3520,2750,10151,10269,3732,17466,3258,0
"1980 - 1989","Sottunga","2019",1455,251,0,0,0,0,0,0,0,337,0,0
"1980 - 1989","Sulkava","2019",26642,10653,1322,990,788,908,832,200,0,5686,2163,0
"1980 - 1989","Sund","2019",6619,1120,0,2455,89,748,0,236,1795,1604,100,140
"1980 - 1989","Suomussalmi","2019",87927,27232,7659,15661,1770,5005,2791,7828,1741,11283,2137,12
"1980 - 1989","Suonenjoki","2019",56433,16948,12489,12204,2614,1806,1302,1677,8156,20904,6555,811
"1980 - 1989","Sysmä","2019",28572,14578,4526,5544,2932,2129,1381,535,0,2751,5466,224
"1980 - 1989","Säkylä","2019",71254,12288,8522,5581,2522,4379,1319,2086,0,40408,26003,0
"1980 - 1989","Taipalsaari","2019",47809,12739,1007,5018,2566,1229,710,299,0,2200,460,884
"1980 - 1989","Taivalkoski","2019",39165,9356,2657,5439,1599,1540,2356,1986,12547,19749,1273,216
"1980 - 1989","Taivassalo","2019",17336,6468,0,2377,620,2163,0,427,0,8405,1430,0
"1980 - 1989","Tammela","2019",50259,11126,0,2946,112,2595,209,5772,791,6487,4949,41
"1980 - 1989","Tampere","2019",513434,478283,721660,219900,86366,93259,258612,70587,165483,359927,127330,11337
"1980 - 1989","Tervo","2019",15848,4674,0,904,227,574,2337,44,0,1045,989,0
"1980 - 1989","Tervola","2019",26058,9199,0,1297,2409,2486,258,309,738,5576,1254,1019
"1980 - 1989","Teuva","2019",59038,13842,579,3769,4944,1993,4161,376,2882,35858,2101,120
"1980 - 1989","Tohmajärvi","2019",51591,14126,3234,2706,1385,5069,4714,860,28,5909,17957,0
"1980 - 1989","Toholampi","2019",51638,9047,842,4918,4717,1970,0,798,7273,2356,2730,171
"1980 - 1989","Toivakka","2019",18941,7743,0,1199,966,32,703,1332,0,1007,120,178
"1980 - 1989","Tornio","2019",197028,28060,31495,47670,7847,24585,12318,8702,4731,113656,10336,2566
"1980 - 1989","Turku","2019",219984,328075,587625,184553,149629,104772,75664,54854,73181,385032,181764,1201
"1980 - 1989","Tuusniemi","2019",26815,8808,369,3373,376,1191,726,112,1549,863,36,812
"1980 - 1989","Tuusula","2019",295493,61638,43171,32726,18025,8498,6203,17106,17940,118718,23570,1233
"1980 - 1989","Tyrnävä","2019",44913,7490,0,898,3136,1605,2975,331,1752,1623,5113,0
"1980 - 1989","Ulvila","2019",127245,36858,8455,8279,5066,3694,8721,5193,15634,30086,2334,3027
"1980 - 1989","Urjala","2019",32941,14929,3628,7722,5476,4543,5009,290,0,9002,3008,356
"1980 - 1989","Utajärvi","2019",33850,10261,600,4911,358,1039,661,2122,0,1877,898,11285
"1980 - 1989","Utsjoki","2019",20923,3940,0,5585,1921,2399,2615,0,1357,710,1528,0
"1980 - 1989","Uurainen","2019",27338,5747,0,463,2111,1133,4120,778,793,9269,669,575
"1980 - 1989","Uusikaarlepyy","2019",58053,10474,9834,8244,5453,7582,8435,718,1198,25382,9277,419
"1980 - 1989","Uusikaupunki","2019",109848,67335,17162,22462,9862,8999,10061,12770,8162,33118,26762,3797
"1980 - 1989","Vaala","2019",38427,11533,3662,7893,803,1143,8353,1101,0,3627,2651,1057
"1980 - 1989","Vaasa","2019",248335,93893,265043,120729,43902,38881,22763,21644,51108,102009,33114,464
"1980 - 1989","Valkeakoski","2019",76142,54332,22530,19883,1671,11037,2477,10928,6248,67823,10055,832
"1980 - 1989","Vantaa","2019",723598,408967,634649,121960,217012,99632,52351,59887,122311,352617,506887,1123
"1980 - 1989","Varkaus","2019",135224,78955,62561,46645,17899,23186,10410,15647,9300,120861,18371,640
"1980 - 1989","Vehmaa","2019",19851,6531,400,1608,1095,4639,1011,808,0,3200,1889,0
"1980 - 1989","Vesanto","2019",21425,5428,0,399,3526,1605,2326,2095,518,9560,1413,451
"1980 - 1989","Vesilahti","2019",24610,5114,0,598,196,650,0,94,0,2329,636,0
"1980 - 1989","Veteli","2019",49643,8910,0,1609,1716,2815,2412,4856,658,5137,672,547
"1980 - 1989","Vieremä","2019",41857,7484,2781,3219,2205,548,0,749,969,35348,1772,120
"1980 - 1989","Vihti","2019",177576,78277,46914,27040,11435,8581,7582,5666,20091,56248,7297,354
"1980 - 1989","Viitasaari","2019",59627,32472,7113,6598,11258,4977,383,4858,9085,35030,4823,1534
"1980 - 1989","Vimpeli","2019",37202,4270,0,3970,624,386,1893,2816,0,12203,5646,727
"1980 - 1989","Virolahti","2019",26987,9222,0,5248,2401,3547,2474,139,870,347,3597,0
"1980 - 1989","Virrat","2019",59100,14666,17848,7100,8137,4183,2792,4723,2379,29351,10817,0
"1980 - 1989","Vårdö","2019",3045,1091,0,440,55,314,0,66,0,555,0,100
"1980 - 1989","Vöyri","2019",67079,7764,3044,6439,2647,2803,14839,5335,6054,17199,7114,436
"1980 - 1989","Ylitornio","2019",56385,10850,0,6555,5588,3745,1359,6382,1994,4422,2413,860
"1980 - 1989","Ylivieska","2019",104916,28805,35590,42822,6893,14287,4088,5711,10106,20560,6002,392
"1980 - 1989","Ylöjärvi","2019",227055,113940,24804,27999,10263,7968,6460,7747,10632,63864,11262,2547
"1980 - 1989","Ypäjä","2019",17870,2920,2090,1703,298,1031,3762,5834,564,7949,2956,344
"1980 - 1989","Ähtäri","2019",63577,19546,8210,23169,1309,3744,7701,6351,24,24609,3344,1227
"1980 - 1989","Äänekoski","2019",140453,39573,45199,22589,9246,9702,6879,16296,5726,91356,7396,150
"1990 - 1999","Akaa","2019",63257,18716,14299,7621,233,2445,2961,3217,0,15614,7736,0
"1990 - 1999","Alajärvi","2019",53617,14158,920,4202,2004,4920,1079,4702,971,39686,10366,245
"1990 - 1999","Alavieska","2019",20205,3523,0,439,0,1595,812,487,0,5732,1364,0
"1990 - 1999","Alavus","2019",61742,16624,2051,59565,0,7507,6095,1317,4403,17443,22030,585
"1990 - 1999","Asikkala","2019",46081,7649,5240,7775,0,4532,0,201,0,6420,5727,492
"1990 - 1999","Askola","2019",32828,2014,0,0,228,5695,998,324,168,3797,4678,0
"1990 - 1999","Aura","2019",26592,8716,0,0,318,2456,618,188,0,4366,842,119
"1990 - 1999","Brändö","2019",3562,939,0,2451,0,654,571,30,0,529,90,0
"1990 - 1999","Eckerö","2019",6730,0,701,2699,0,1377,665,211,0,13,622,60
"1990 - 1999","Enonkoski","2019",9376,918,320,653,0,837,918,478,0,242,283,0
"1990 - 1999","Enontekiö","2019",18925,1706,0,4074,284,2326,0,1769,0,101,879,96
"1990 - 1999","Espoo","2019",862030,412863,806559,112863,290020,76652,46173,42749,131765,80433,73730,5786
"1990 - 1999","Eura","2019",53598,12291,15700,9666,4819,6873,5497,733,3818,48268,21821,2364
"1990 - 1999","Eurajoki","2019",49099,8347,0,4798,317,6688,1684,5602,741,13598,16068,112
"1990 - 1999","Evijärvi","2019",16598,1947,0,1479,0,1728,1363,313,7014,16097,3013,0
"1990 - 1999","Finström","2019",15362,1028,1179,1380,116,3936,0,2660,363,3399,372,746
"1990 - 1999","Forssa","2019",50907,16818,23636,10138,1204,6115,5710,4586,0,51095,8024,2903
"1990 - 1999","Föglö","2019",3879,427,0,901,0,21,1225,497,0,1369,210,0
"1990 - 1999","Geta","2019",1602,872,0,3254,0,189,914,317,0,46,24,0
"1990 - 1999","Haapajärvi","2019",37181,7155,4833,8471,87,535,2241,8,0,16155,9374,165
"1990 - 1999","Haapavesi","2019",50368,10462,1709,3166,1543,14159,7150,5448,7723,5199,7087,211
"1990 - 1999","Hailuoto","2019",10763,915,0,1263,0,464,0,1669,0,421,160,0
"1990 - 1999","Halsua","2019",5792,2650,0,857,0,739,634,223,0,1575,1418,0
"1990 - 1999","Hamina","2019",74770,33838,19141,11111,3702,8788,2945,1274,0,35638,118599,1936
"1990 - 1999","Hammarland","2019",10603,1323,0,308,22,1390,1262,415,0,873,1233,327
"1990 - 1999","Hankasalmi","2019",27649,6101,0,5183,0,337,136,1879,369,2058,4559,108
"1990 - 1999","Hanko","2019",29623,10144,9763,8010,3918,27113,3093,2455,557,9843,22996,3020
"1990 - 1999","Harjavalta","2019",18587,5297,7295,5238,1704,2499,0,1073,0,22228,7425,406
"1990 - 1999","Hartola","2019",21871,4154,2385,6392,385,2942,2944,431,0,14094,5250,120
"1990 - 1999","Hattula","2019",51986,14807,6431,3766,0,5447,856,818,2684,3834,4322,0
"1990 - 1999","Hausjärvi","2019",50409,9683,0,1932,1414,5777,6837,1676,0,11811,2831,0
"1990 - 1999","Heinola","2019",80728,21389,21566,23752,1689,5748,6439,643,1985,62522,3995,169
"1990 - 1999","Heinävesi","2019",16273,6944,1074,3073,0,1984,2525,420,0,7440,1343,0
"1990 - 1999","Helsinki","2019",487736,238168,2451339,153830,439880,308138,87599,179312,224186,454456,110317,21438
"1990 - 1999","Hirvensalmi","2019",20621,5066,0,586,49,108,1870,153,0,2790,9,16
"1990 - 1999","Hollola","2019",127956,26529,25401,17071,6174,10491,4737,4669,148,23929,7574,366
"1990 - 1999","Honkajoki","2019",11005,1650,0,1610,0,1145,576,2783,0,5282,616,557
"1990 - 1999","Huittinen","2019",53734,10413,5943,13307,0,9003,9765,7921,159,3827,12310,176
"1990 - 1999","Humppila","2019",11782,3557,1089,3277,0,6126,0,460,0,4262,3453,0
"1990 - 1999","Hyrynsalmi","2019",12894,2027,1292,1960,0,376,0,119,37,2612,1320,0
"1990 - 1999","Hyvinkää","2019",123395,34843,107838,7259,6051,17857,12664,6641,19455,32922,93005,0
"1990 - 1999","Hämeenkyrö","2019",53889,14441,6558,4562,408,3488,1299,525,888,19883,9065,527
"1990 - 1999","Hämeenlinna","2019",242428,88158,91683,64097,9417,13579,10089,17059,21303,57172,21780,2569
"1990 - 1999","Ii","2019",50370,15663,0,719,3103,6036,2740,1172,306,13069,3015,931
"1990 - 1999","Iisalmi","2019",85889,23149,33942,6374,628,11709,5363,4470,8482,36331,13058,48
"1990 - 1999","Iitti","2019",29065,10450,3223,2781,0,2860,4230,1195,0,13618,6634,1657
"1990 - 1999","Ikaalinen","2019",29754,6325,715,7744,120,2007,0,188,2659,8869,2807,178
"1990 - 1999","Ilmajoki","2019",63642,9133,4919,4153,0,9555,4188,1551,2603,4741,5950,87
"1990 - 1999","Ilomantsi","2019",29997,5999,6010,2572,0,5309,7814,476,0,1584,1429,269
"1990 - 1999","Imatra","2019",61336,13426,34252,25806,7462,8430,1049,1086,0,38859,2680,155
"1990 - 1999","Inari","2019",47283,13236,1313,24586,2057,4277,80,9631,2996,4065,3812,673
"1990 - 1999","Inkoo","2019",43464,2615,0,1824,36,6033,3717,0,0,5199,6267,183
"1990 - 1999","Isojoki","2019",13183,6223,0,3941,575,558,3152,363,0,10391,4314,0
"1990 - 1999","Isokyrö","2019",28022,9157,0,6336,163,923,891,168,8881,1560,1142,0
"1990 - 1999","Janakkala","2019",73821,19778,9249,3521,954,15086,5627,5527,0,19139,5934,29
"1990 - 1999","Joensuu","2019",233310,76958,214239,62111,17209,24970,20154,23096,19224,82557,45906,3294
"1990 - 1999","Jokioinen","2019",27614,5393,2190,0,839,4950,0,299,0,6260,922,0
"1990 - 1999","Jomala","2019",22259,420,0,4812,3478,2824,0,145,0,2034,6543,1373
"1990 - 1999","Joroinen","2019",24125,13813,0,74,523,1490,4053,1775,0,5028,3949,747
